,CustomerID,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,InvoiceNo_Date,InvoiceDateExclusive,InvoiceTimeExclusive,InvoiceDate_new,Total Amount,Months,TimeSinceLastTxn,Days_SinceLastTxn,Years_SinceLastTxn,Months_SinceLastTxn,InvoiceNo Counts,Total Amount Sum
10,12909.0,554084,22423,REGENCY CAKESTAND 3 TIER,2,5/22/2011 11:52,12.75,United Kingdom,554084_5/22/2011 11:52,2011-05-22,11:52,2011-05-22 11:52:00,25.5,5,3814 days,3814,10.449315068493151,125.39178082191782,2,2128.83
11,12910.0,554706,23044,PAPER LANTERN 9 POINT HOLLY STAR 23,6,5/26/2011 10:13,4.15,United Kingdom,554706_5/26/2011 10:13,2011-05-26,10:13,2011-05-26 10:13:00,24.9,5,3810 days,3810,10.438356164383562,125.26027397260273,2,3075.040000000002
12,12916.0,541838,22080,RIBBON REEL POLKADOTS ,1,1/23/2011 10:43,1.65,United Kingdom,541838_1/23/2011 10:43,2011-01-23,10:43,2011-01-23 10:43:00,1.65,1,3933 days,3933,10.775342465753425,129.3041095890411,1,2982.350000000001
13,12919.0,557797,22081,RIBBON REEL FLORA + FAUNA ,10,6/23/2011 9:22,1.65,United Kingdom,557797_6/23/2011 9:22,2011-06-23,9:22,2011-06-23 09:22:00,16.5,6,3782 days,3782,10.361643835616439,124.33972602739726,2,1301.4399999999998
14,12921.0,556022,23172,REGENCY TEA PLATE PINK,12,6/8/2011 12:04,1.65,United Kingdom,556022_6/8/2011 12:04,2011-06-08,12:04,2011-06-08 12:04:00,19.8,6,3797 days,3797,10.402739726027397,124.83287671232875,2,16389.740000000016
15,12924.0,546035,22778,GLASS CLOCHE SMALL,24,3/9/2011 9:50,3.39,United Kingdom,546035_3/9/2011 9:50,2011-03-09,9:50,2011-03-09 09:50:00,81.36,3,3888 days,3888,10.652054794520549,127.82465753424658,2,929.9500000000003
16,12929.0,542865,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2/1/2011 12:08,8.5,United Kingdom,542865_2/1/2011 12:08,2011-02-01,12:08,2011-02-01 12:08:00,17.0,2,3924 days,3924,10.75068493150685,129.0082191780822,1,105.10000000000001
17,12931.0,553929,21731,RED TOADSTOOL LED NIGHT LIGHT,72,5/20/2011 10:04,1.45,United Kingdom,553929_5/20/2011 10:04,2011-05-20,10:04,2011-05-20 10:04:00,104.4,5,3816 days,3816,10.454794520547946,125.45753424657535,2,33462.810000000005
18,12937.0,554822,22669,RED BABY BUNTING ,6,5/26/2011 14:17,2.95,United Kingdom,554822_5/26/2011 14:17,2011-05-26,14:17,2011-05-26 14:17:00,17.700000000000006,5,3810 days,3810,10.438356164383562,125.26027397260273,1,1504.2700000000004
19,12947.0,540404,20728,LUNCH BAG CARS BLUE,10,1/7/2011 9:40,1.65,United Kingdom,540404_1/7/2011 9:40,2011-01-07,9:40,2011-01-07 09:40:00,16.5,1,3949 days,3949,10.819178082191781,129.83013698630137,2,1407.29
20,12948.0,552330,22274,FELTCRAFT DOLL EMILY,6,5/9/2011 10:13,2.95,United Kingdom,552330_5/9/2011 10:13,2011-05-09,10:13,2011-05-09 10:13:00,17.700000000000006,5,3827 days,3827,10.484931506849316,125.8191780821918,1,2053.7
21,12949.0,553506,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,5/17/2011 13:29,2.95,United Kingdom,553506_5/17/2011 13:29,2011-05-17,13:29,2011-05-17 13:29:00,23.6,5,3819 days,3819,10.463013698630137,125.55616438356165,2,4143.020000000001
22,12951.0,557258,23039,T-LIGHT HOLDER SILVER HEART HANDLE,6,6/19/2011 10:35,1.95,United Kingdom,557258_6/19/2011 10:35,2011-06-19,10:35,2011-06-19 10:35:00,11.7,6,3786 days,3786,10.372602739726027,124.47123287671232,2,1042.0700000000002
23,12955.0,557973,22621,TRADITIONAL KNITTING NANCY,12,6/24/2011 10:26,1.65,United Kingdom,557973_6/24/2011 10:26,2011-06-24,10:26,2011-06-24 10:26:00,19.8,6,3781 days,3781,10.35890410958904,124.30684931506849,3,4734.259999999999
24,12957.0,555647,84378,SET OF 3 HEART COOKIE CUTTERS,12,6/6/2011 13:43,1.25,United Kingdom,555647_6/6/2011 13:43,2011-06-06,13:43,2011-06-06 13:43:00,15.0,6,3799 days,3799,10.408219178082192,124.8986301369863,1,3979.0400000000022
25,12971.0,555394,15036,ASSORTED COLOURS SILK FAN,12,6/2/2011 17:03,0.83,United Kingdom,555394_6/2/2011 17:03,2011-06-02,17:03,2011-06-02 17:03:00,9.96,6,3803 days,3803,10.419178082191781,125.03013698630137,6,10930.259999999998
26,12980.0,540908,84078A,SET/4 WHITE RETRO STORAGE CUBES ,16,1/12/2011 11:53,34.95,United Kingdom,540908_1/12/2011 11:53,2011-01-12,11:53,2011-01-12 11:53:00,559.2,1,3944 days,3944,10.805479452054794,129.6657534246575,1,7092.06
27,12993.0,553223,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,5/16/2011 10:28,1.65,United Kingdom,553223_5/16/2011 10:28,2011-05-16,10:28,2011-05-16 10:28:00,19.8,5,3820 days,3820,10.465753424657533,125.5890410958904,1,414.76
28,13001.0,556039,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,6/8/2011 12:40,0.55,United Kingdom,556039_6/8/2011 12:40,2011-06-08,12:40,2011-06-08 12:40:00,79.2,6,3797 days,3797,10.402739726027397,124.83287671232875,1,9797.920000000013
29,13004.0,552364,82551,LAUNDRY 15C METAL SIGN,12,5/9/2011 12:25,1.45,United Kingdom,552364_5/9/2011 12:25,2011-05-09,12:25,2011-05-09 12:25:00,17.4,5,3827 days,3827,10.484931506849316,125.8191780821918,2,5613.429999999999
30,13012.0,C556647,21703,BAG 125g SWIRLY MARBLES,-12,6/13/2011 16:14,0.42,United Kingdom,C556647_6/13/2011 16:14,2011-06-13,16:14,2011-06-13 16:14:00,-5.04,6,3792 days,3792,10.389041095890411,124.66849315068492,1,1311.6200000000008
31,13014.0,557933,22423,REGENCY CAKESTAND 3 TIER,16,6/23/2011 15:07,10.95,United Kingdom,557933_6/23/2011 15:07,2011-06-23,15:07,2011-06-23 15:07:00,175.2,6,3782 days,3782,10.361643835616439,124.33972602739726,2,3365.43
32,13015.0,548868,22509,SEWING BOX RETROSPOT DESIGN ,1,4/4/2011 14:28,16.95,United Kingdom,548868_4/4/2011 14:28,2011-04-04,14:28,2011-04-04 14:28:00,16.95,4,3862 days,3862,10.580821917808219,126.96986301369863,3,3346.2800000000016
33,13018.0,553063,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,5/13/2011 11:38,3.95,United Kingdom,553063_5/13/2011 11:38,2011-05-13,11:38,2011-05-13 11:38:00,15.8,5,3823 days,3823,10.473972602739726,125.68767123287671,4,7272.749999999996
34,13021.0,558085,23108,SET OF 10 LED DOLLY LIGHTS,2,6/26/2011 11:53,6.25,United Kingdom,558085_6/26/2011 11:53,2011-06-26,11:53,2011-06-26 11:53:00,12.5,6,3779 days,3779,10.353424657534246,124.24109589041095,1,2584.4
35,13047.0,551846,23160,REGENCY TEA SPOON,12,5/4/2011 14:11,1.25,United Kingdom,551846_5/4/2011 14:11,2011-05-04,14:11,2011-05-04 14:11:00,15.0,5,3832 days,3832,10.498630136986302,125.98356164383563,1,3079.1000000000013
36,13050.0,555851,23175,REGENCY MILK JUG PINK ,1,6/7/2011 13:37,3.25,United Kingdom,555851_6/7/2011 13:37,2011-06-07,13:37,2011-06-07 13:37:00,3.25,6,3798 days,3798,10.405479452054795,124.86575342465754,1,5684.610000000003
37,13069.0,555259,22334,DINOSAUR PARTY BAG + STICKER SET,4,6/1/2011 15:31,1.65,United Kingdom,555259_6/1/2011 15:31,2011-06-01,15:31,2011-06-01 15:31:00,6.6,6,3804 days,3804,10.421917808219177,125.06301369863013,4,3717.819999999998
38,13078.0,556490,22682,FRENCH BLUE METAL DOOR SIGN 7,10,6/12/2011 14:08,1.25,United Kingdom,556490_6/12/2011 14:08,2011-06-12,14:08,2011-06-12 14:08:00,12.5,6,3793 days,3793,10.391780821917807,124.7013698630137,2,12432.279999999997
39,13089.0,555543,22469,HEART OF WICKER SMALL,40,6/5/2011 12:59,1.45,United Kingdom,555543_6/5/2011 12:59,2011-06-05,12:59,2011-06-05 12:59:00,58.0,6,3800 days,3800,10.41095890410959,124.93150684931507,7,57385.880000000114
40,13090.0,557143,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,6/17/2011 10:12,1.25,United Kingdom,557143_6/17/2011 10:12,2011-06-17,10:12,2011-06-17 10:12:00,15.0,6,3788 days,3788,10.378082191780821,124.53698630136986,1,8689.390000000003
41,13092.0,551143,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,4/26/2011 13:25,4.95,United Kingdom,551143_4/26/2011 13:25,2011-04-26,13:25,2011-04-26 13:25:00,14.85,4,3840 days,3840,10.520547945205479,126.24657534246575,1,459.83000000000004
42,13094.0,553177,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,5/15/2011 11:23,2.95,United Kingdom,553177_5/15/2011 11:23,2011-05-15,11:23,2011-05-15 11:23:00,53.1,5,3821 days,3821,10.468493150684932,125.62191780821918,2,1708.8600000000006
43,13098.0,555836,22030,SWALLOWS GREETING CARD,12,6/7/2011 12:36,0.42,United Kingdom,555836_6/7/2011 12:36,2011-06-07,12:36,2011-06-07 12:36:00,5.04,6,3798 days,3798,10.405479452054795,124.86575342465754,3,28658.880000000012
44,13102.0,557302,22659,LUNCH BOX I LOVE LONDON,12,6/19/2011 14:15,1.95,United Kingdom,557302_6/19/2011 14:15,2011-06-19,14:15,2011-06-19 14:15:00,23.4,6,3786 days,3786,10.372602739726027,124.47123287671232,1,6336.290000000001
45,13113.0,557144,15058B,PINK POLKADOT GARDEN PARASOL,20,6/17/2011 10:17,6.75,United Kingdom,557144_6/17/2011 10:17,2011-06-17,10:17,2011-06-17 10:17:00,135.0,6,3788 days,3788,10.378082191780821,124.53698630136986,4,10510.000000000007
46,13115.0,556102,22439,6 ROCKET BALLOONS ,24,6/8/2011 16:15,0.65,United Kingdom,556102_6/8/2011 16:15,2011-06-08,16:15,2011-06-08 16:15:00,15.6,6,3797 days,3797,10.402739726027397,124.83287671232875,3,2205.6300000000006
47,13117.0,552062,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,5/6/2011 10:45,0.42,United Kingdom,552062_5/6/2011 10:45,2011-05-06,10:45,2011-05-06 10:45:00,5.04,5,3830 days,3830,10.493150684931507,125.91780821917808,1,984.9099999999996
48,13118.0,553191,75049L,LARGE CIRCULAR MIRROR MOBILE,3,5/15/2011 13:22,1.25,United Kingdom,553191_5/15/2011 13:22,2011-05-15,13:22,2011-05-15 13:22:00,3.75,5,3821 days,3821,10.468493150684932,125.62191780821918,1,1124.9999999999995
49,13139.0,552313,48184,DOORMAT ENGLISH ROSE ,4,5/8/2011 16:03,7.95,United Kingdom,552313_5/8/2011 16:03,2011-05-08,16:03,2011-05-08 16:03:00,31.8,5,3828 days,3828,10.487671232876712,125.85205479452054,1,5055.790000000004
50,13157.0,549843,20728,LUNCH BAG CARS BLUE,10,4/12/2011 14:04,1.65,United Kingdom,549843_4/12/2011 14:04,2011-04-12,14:04,2011-04-12 14:04:00,16.5,4,3854 days,3854,10.558904109589042,126.7068493150685,2,1721.5699999999993
51,13168.0,554492,21166,COOK WITH WINE METAL SIGN ,4,5/24/2011 13:56,2.08,United Kingdom,554492_5/24/2011 13:56,2011-05-24,13:56,2011-05-24 13:56:00,8.32,5,3812 days,3812,10.443835616438356,125.32602739726028,2,1310.14
52,13169.0,548660,22335,HEART DECORATION PAINTED ZINC ,24,4/1/2011 14:24,0.65,United Kingdom,548660_4/1/2011 14:24,2011-04-01,14:24,2011-04-01 14:24:00,15.6,4,3865 days,3865,10.58904109589041,127.06849315068493,1,712.88
53,13178.0,552460,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,5/9/2011 14:44,2.95,United Kingdom,552460_5/9/2011 14:44,2011-05-09,14:44,2011-05-09 14:44:00,35.40000000000001,5,3827 days,3827,10.484931506849316,125.8191780821918,2,5725.470000000003
54,13199.0,C556869,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,6/15/2011 11:46,3.29,United Kingdom,C556869_6/15/2011 11:46,2011-06-15,11:46,2011-06-15 11:46:00,-13.16,6,3790 days,3790,10.383561643835616,124.6027397260274,3,9803.960000000003
55,13208.0,549949,21363,HOME SMALL WOOD LETTERS,1,4/13/2011 12:57,4.95,United Kingdom,549949_4/13/2011 12:57,2011-04-13,12:57,2011-04-13 12:57:00,4.95,4,3853 days,3853,10.556164383561644,126.67397260273972,1,1205.8999999999999
56,13209.0,C551683,22362,GLASS JAR PEACOCK BATH SALTS,-14,5/3/2011 12:47,2.95,United Kingdom,C551683_5/3/2011 12:47,2011-05-03,12:47,2011-05-03 12:47:00,-41.3,5,3833 days,3833,10.501369863013698,126.01643835616437,1,5820.16
57,13232.0,553184,22064,PINK DOUGHNUT TRINKET POT ,2,5/15/2011 12:33,1.65,United Kingdom,553184_5/15/2011 12:33,2011-05-15,12:33,2011-05-15 12:33:00,3.3,5,3821 days,3821,10.468493150684932,125.62191780821918,2,1357.6000000000015
58,13240.0,547873,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,3/27/2011 15:33,1.65,United Kingdom,547873_3/27/2011 15:33,2011-03-27,15:33,2011-03-27 15:33:00,4.949999999999998,3,3870 days,3870,10.602739726027398,127.23287671232877,1,663.6500000000001
59,13246.0,553487,21174,POTTERING IN THE SHED METAL SIGN,6,5/17/2011 12:38,2.08,United Kingdom,553487_5/17/2011 12:38,2011-05-17,12:38,2011-05-17 12:38:00,12.48,5,3819 days,3819,10.463013698630137,125.55616438356165,1,1922.1000000000008
60,13249.0,547546,22055,MINI CAKE STAND  HANGING STRAWBERY,96,3/23/2011 15:26,1.45,United Kingdom,547546_3/23/2011 15:26,2011-03-23,15:26,2011-03-23 15:26:00,139.2,3,3874 days,3874,10.613698630136986,127.36438356164382,1,711.41
61,13253.0,540096,21616,4 PEAR BOTANICAL DINNER CANDLES,12,1/4/2011 15:43,1.25,United Kingdom,540096_1/4/2011 15:43,2011-01-04,15:43,2011-01-04 15:43:00,15.0,1,3952 days,3952,10.827397260273973,129.92876712328768,1,1030.3999999999999
62,13258.0,553680,22616,PACK OF 12 LONDON TISSUES ,12,5/18/2011 13:11,0.29,United Kingdom,553680_5/18/2011 13:11,2011-05-18,13:11,2011-05-18 13:11:00,3.4799999999999995,5,3818 days,3818,10.46027397260274,125.52328767123288,1,698.5799999999999
63,13263.0,555260,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,6/1/2011 15:34,0.85,United Kingdom,555260_6/1/2011 15:34,2011-06-01,15:34,2011-06-01 15:34:00,1.7,6,3804 days,3804,10.421917808219177,125.06301369863013,4,7454.069999999956
64,13265.0,549520,21668,RED STRIPE CERAMIC DRAWER KNOB,12,4/8/2011 15:19,1.25,United Kingdom,549520_4/8/2011 15:19,2011-04-08,15:19,2011-04-08 15:19:00,15.0,4,3858 days,3858,10.56986301369863,126.83835616438355,1,2107.6600000000008
65,13266.0,551963,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,5/5/2011 12:52,0.85,United Kingdom,551963_5/5/2011 12:52,2011-05-05,12:52,2011-05-05 12:52:00,10.2,5,3831 days,3831,10.495890410958904,125.95068493150684,3,3717.6699999999996
66,13267.0,C555345,22630,DOLLY GIRL LUNCH BOX,-2,6/2/2011 11:51,1.95,United Kingdom,C555345_6/2/2011 11:51,2011-06-02,11:51,2011-06-02 11:51:00,-3.9,6,3803 days,3803,10.419178082191781,125.03013698630137,1,4404.440000000001
67,13268.0,551776,21231,SWEETHEART CERAMIC TRINKET BOX,4,5/4/2011 11:23,1.25,United Kingdom,551776_5/4/2011 11:23,2011-05-04,11:23,2011-05-04 11:23:00,5.0,5,3832 days,3832,10.498630136986302,125.98356164383563,3,3167.639999999999
68,13269.0,556528,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,6/13/2011 11:36,0.55,United Kingdom,556528_6/13/2011 11:36,2011-06-13,11:36,2011-06-13 11:36:00,13.2,6,3792 days,3792,10.389041095890411,124.66849315068492,1,5315.919999999999
69,13282.0,551653,22457,NATURAL SLATE HEART CHALKBOARD ,6,5/3/2011 12:03,2.95,United Kingdom,551653_5/3/2011 12:03,2011-05-03,12:03,2011-05-03 12:03:00,17.700000000000006,5,3833 days,3833,10.501369863013698,126.01643835616437,2,1047.84
70,13301.0,544454,21205,MULTICOLOUR 3D BALLS GARLAND,4,2/20/2011 13:13,2.55,United Kingdom,544454_2/20/2011 13:13,2011-02-20,13:13,2011-02-20 13:13:00,10.2,2,3905 days,3905,10.698630136986301,128.3835616438356,1,618.0899999999998
71,13308.0,554013,22568,FELTCRAFT CUSHION OWL,4,5/20/2011 13:13,3.75,United Kingdom,554013_5/20/2011 13:13,2011-05-20,13:13,2011-05-20 13:13:00,15.0,5,3816 days,3816,10.454794520547946,125.45753424657535,1,1367.6100000000001
72,13313.0,552288,20727,LUNCH BAG  BLACK SKULL.,10,5/8/2011 13:20,1.65,United Kingdom,552288_5/8/2011 13:20,2011-05-08,13:20,2011-05-08 13:20:00,16.5,5,3828 days,3828,10.487671232876712,125.85205479452054,1,1555.3199999999993
73,13317.0,550125,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,4/14/2011 12:42,7.95,United Kingdom,550125_4/14/2011 12:42,2011-04-14,12:42,2011-04-14 12:42:00,15.9,4,3852 days,3852,10.553424657534247,126.64109589041097,2,2140.0699999999993
74,13319.0,555635,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,6/6/2011 12:29,1.25,United Kingdom,555635_6/6/2011 12:29,2011-06-06,12:29,2011-06-06 12:29:00,15.0,6,3799 days,3799,10.408219178082192,124.8986301369863,4,10664.33999999999
75,13324.0,554034,23171,REGENCY TEA PLATE GREEN ,48,5/20/2011 14:06,1.45,United Kingdom,554034_5/20/2011 14:06,2011-05-20,14:06,2011-05-20 14:06:00,69.6,5,3816 days,3816,10.454794520547946,125.45753424657535,3,7072.799999999994
76,13381.0,553386,21901,"KEY FOB , BACK DOOR ",24,5/16/2011 16:22,0.65,United Kingdom,553386_5/16/2011 16:22,2011-05-16,16:22,2011-05-16 16:22:00,15.6,5,3820 days,3820,10.465753424657533,125.5890410958904,1,3626.8100000000004
77,13408.0,555351,23275,SET OF 3 HANGING OWLS OLLIE BEAK,48,6/2/2011 12:37,1.25,United Kingdom,555351_6/2/2011 12:37,2011-06-02,12:37,2011-06-02 12:37:00,60.0,6,3803 days,3803,10.419178082191781,125.03013698630137,7,27487.409999999985
78,13410.0,555576,22629,SPACEBOY LUNCH BOX ,36,6/5/2011 15:52,1.95,United Kingdom,555576_6/5/2011 15:52,2011-06-05,15:52,2011-06-05 15:52:00,70.2,6,3800 days,3800,10.41095890410959,124.93150684931507,1,988.9100000000001
79,13418.0,552724,23054,RECYCLED ACAPULCO MAT LAVENDER,2,5/11/2011 10:29,8.25,United Kingdom,552724_5/11/2011 10:29,2011-05-11,10:29,2011-05-11 10:29:00,16.5,5,3825 days,3825,10.479452054794521,125.75342465753425,4,5845.439999999999
80,13425.0,544337,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,2/18/2011 8:34,9.95,United Kingdom,544337_2/18/2011 8:34,2011-02-18,8:34,2011-02-18 08:34:00,19.9,2,3907 days,3907,10.704109589041096,128.44931506849315,1,1624.2099999999998
81,13426.0,556288,22712,CARD DOLLY GIRL ,12,6/10/2011 9:23,0.42,United Kingdom,556288_6/10/2011 9:23,2011-06-10,9:23,2011-06-10 09:23:00,5.04,6,3795 days,3795,10.397260273972602,124.76712328767123,1,3550.6999999999975
82,13427.0,552312,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,5/8/2011 15:58,0.95,United Kingdom,552312_5/8/2011 15:58,2011-05-08,15:58,2011-05-08 15:58:00,11.4,5,3828 days,3828,10.487671232876712,125.85205479452054,1,582.6
83,13435.0,555509,84800L,LARGE WHITE/PINK ROSE ART FLOWER,6,6/3/2011 17:07,2.12,United Kingdom,555509_6/3/2011 17:07,2011-06-03,17:07,2011-06-03 17:07:00,12.72,6,3802 days,3802,10.416438356164383,124.99726027397259,1,3794.49
84,13448.0,551953,22894,TABLECLOTH RED APPLES DESIGN ,2,5/5/2011 11:53,9.95,United Kingdom,551953_5/5/2011 11:53,2011-05-05,11:53,2011-05-05 11:53:00,19.9,5,3831 days,3831,10.495890410958904,125.95068493150684,2,3465.6700000000023
85,13450.0,552037,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/5/2011 19:48,0.55,United Kingdom,552037_5/5/2011 19:48,2011-05-05,19:48,2011-05-05 19:48:00,13.2,5,3831 days,3831,10.495890410958904,125.95068493150684,2,2043.7200000000005
86,13451.0,553014,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,5/12/2011 18:49,2.95,United Kingdom,553014_5/12/2011 18:49,2011-05-12,18:49,2011-05-12 18:49:00,2.95,5,3824 days,3824,10.476712328767123,125.72054794520548,1,2916.45
87,13455.0,C554300,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,5/23/2011 14:33,8.95,United Kingdom,C554300_5/23/2011 14:33,2011-05-23,14:33,2011-05-23 14:33:00,-8.95,5,3813 days,3813,10.446575342465753,125.35890410958903,1,1007.3499999999998
88,13456.0,553381,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,5/16/2011 15:34,1.45,United Kingdom,553381_5/16/2011 15:34,2011-05-16,15:34,2011-05-16 15:34:00,17.4,5,3820 days,3820,10.465753424657533,125.5890410958904,1,1737.8199999999997
89,13458.0,555420,21155,RED RETROSPOT PEG BAG,6,6/3/2011 10:29,2.55,United Kingdom,555420_6/3/2011 10:29,2011-06-03,10:29,2011-06-03 10:29:00,15.3,6,3802 days,3802,10.416438356164383,124.99726027397259,3,9537.919999999998
90,13468.0,556500,23174,REGENCY SUGAR BOWL GREEN,4,6/13/2011 7:58,4.15,United Kingdom,556500_6/13/2011 7:58,2011-06-13,7:58,2011-06-13 07:58:00,16.6,6,3792 days,3792,10.389041095890411,124.66849315068492,1,5656.750000000002
91,13477.0,552965,21137,BLACK RECORD COVER FRAME,8,5/12/2011 13:10,3.75,United Kingdom,552965_5/12/2011 13:10,2011-05-12,13:10,2011-05-12 13:10:00,30.0,5,3824 days,3824,10.476712328767123,125.72054794520548,1,1441.529999999999
92,13481.0,C548722,22960,JAM MAKING SET WITH JARS,-2,4/4/2011 9:00,4.25,United Kingdom,C548722_4/4/2011 9:00,2011-04-04,9:00,2011-04-04 09:00:00,-8.5,4,3862 days,3862,10.580821917808219,126.96986301369863,1,1776.809999999999
93,13488.0,553463,23070,EDWARDIAN HEART PHOTO FRAME,4,5/17/2011 11:02,4.15,United Kingdom,553463_5/17/2011 11:02,2011-05-17,11:02,2011-05-17 11:02:00,16.6,5,3819 days,3819,10.463013698630137,125.55616438356165,2,8910.609999999999
94,13489.0,544354,22426,ENAMEL WASH BOWL CREAM,4,2/18/2011 10:42,3.75,United Kingdom,544354_2/18/2011 10:42,2011-02-18,10:42,2011-02-18 10:42:00,15.0,2,3907 days,3907,10.704109589041096,128.44931506849315,2,449.52000000000004
95,13491.0,549117,37482P,CUBIC MUG PINK POLKADOT,6,4/6/2011 12:56,0.39,United Kingdom,549117_4/6/2011 12:56,2011-04-06,12:56,2011-04-06 12:56:00,2.34,4,3860 days,3860,10.575342465753424,126.9041095890411,1,1215.82
96,13499.0,C552213,21314,SMALL GLASS HEART TRINKET POT,-2,5/6/2011 15:10,2.1,United Kingdom,C552213_5/6/2011 15:10,2011-05-06,15:10,2011-05-06 15:10:00,-4.2,5,3830 days,3830,10.493150684931507,125.91780821917808,1,1146.96
97,13510.0,556113,20685,DOORMAT RED RETROSPOT,2,6/9/2011 9:32,7.95,United Kingdom,556113_6/9/2011 9:32,2011-06-09,9:32,2011-06-09 09:32:00,15.9,6,3796 days,3796,10.4,124.80000000000001,1,1785.1599999999983
98,13523.0,554350,21539,RED RETROSPOT BUTTER DISH,3,5/24/2011 8:51,4.95,United Kingdom,554350_5/24/2011 8:51,2011-05-24,8:51,2011-05-24 08:51:00,14.85,5,3812 days,3812,10.443835616438356,125.32602739726028,2,3755.3800000000006
99,13524.0,551822,22637,PIGGY BANK RETROSPOT ,4,5/4/2011 12:26,2.55,United Kingdom,551822_5/4/2011 12:26,2011-05-04,12:26,2011-05-04 12:26:00,10.2,5,3832 days,3832,10.498630136986302,125.98356164383563,1,680.1800000000002
